month,customer_id,region,segment,tenure_months,products_held,transactions,engagement_score,support_tickets,marketing_touch,monthly_revenue,churned,data_source
2022-09-01,SYN-00083,West,Consumer,37,1,49,0.7649,0,0,40.98,0,synthetic_demo
2022-09-01,SYN-00084,Central,Consumer,65,3,48,0.1495,0,0,33.92,0,synthetic_demo
2022-09-01,SYN-00085,Central,Small Business,21,4,65,0.7382,0,0,59.1,0,synthetic_demo
2022-09-01,SYN-00086,Central,Consumer,64,3,52,0.4779,2,0,47.93,0,synthetic_demo
2022-09-01,SYN-00087,East,Consumer,70,4,70,0.943,1,1,69.24,0,synthetic_demo
2022-09-01,SYN-00088,East,Consumer,64,2,57,0.6909,1,0,32.12,0,synthetic_demo
2022-09-01,SYN-00089,Central,Consumer,35,1,44,0.6292,0,1,93.7,0,synthetic_demo
2022-09-01,SYN-00090,East,Consumer,12,1,35,0.3216,4,1,66.44,0,synthetic_demo
2022-09-01,SYN-00091,Central,Commercial,82,3,64,0.8129,2,0,199.16,0,synthetic_demo
2022-09-01,SYN-00092,East,Consumer,37,2,50,0.5495,1,0,12.65,0,synthetic_demo
2022-09-01,SYN-00093,Central,Consumer,76,2,62,1.0,1,0,52.39,0,synthetic_demo
2022-09-01,SYN-00094,Central,Consumer,27,3,51,0.6417,2,1,24.17,1,synthetic_demo
2022-09-01,SYN-00095,Central,Consumer,24,4,65,0.9122,3,1,11.4,0,synthetic_demo
2022-09-01,SYN-00096,East,Consumer,74,4,58,0.7739,1,0,60.82,0,synthetic_demo
2022-09-01,SYN-00097,Central,Small Business,87,4,61,0.6682,4,0,6.97,1,synthetic_demo
2022-09-01,SYN-00098,Central,Consumer,80,3,62,0.8276,0,1,102.6,0,synthetic_demo
2022-09-01,SYN-00099,Central,Commercial,71,2,55,0.6343,3,0,61.06,1,synthetic_demo
2022-09-01,SYN-00100,West,Consumer,30,4,57,0.5993,1,0,73.16,0,synthetic_demo
2022-09-01,SYN-00101,West,Consumer,84,4,40,0.251,5,1,18.83,1,synthetic_demo
2022-09-01,SYN-00102,East,Small Business,65,3,49,0.4077,2,0,216.33,0,synthetic_demo
2022-09-01,SYN-00103,Central,Small Business,24,4,34,0.4173,0,1,100.74,0,synthetic_demo
2022-09-01,SYN-00104,West,Small Business,21,3,49,0.5372,0,1,131.57,0,synthetic_demo
2022-09-01,SYN-00105,West,Commercial,81,2,59,1.0,0,1,123.79,0,synthetic_demo
2022-09-01,SYN-00106,East,Small Business,33,4,87,1.0,0,0,209.04,0,synthetic_demo
2022-09-01,SYN-00107,Central,Small Business,73,2,40,0.5227,0,0,63.09,0,synthetic_demo
2022-09-01,SYN-00108,Central,Consumer,22,3,50,0.6717,2,1,35.87,0,synthetic_demo
2022-09-01,SYN-00109,Central,Small Business,33,2,64,0.991,0,0,123.57,0,synthetic_demo
2022-09-01,SYN-00110,West,Consumer,33,1,50,1.0,0,0,25.14,0,synthetic_demo
2022-09-01,SYN-00111,East,Consumer,33,2,35,0.2081,2,0,55.56,0,synthetic_demo
2022-09-01,SYN-00112,Central,Consumer,65,3,53,0.468,1,0,91.59,0,synthetic_demo
2022-09-01,SYN-00113,Central,Commercial,85,1,27,0.5381,3,0,233.07,0,synthetic_demo
2022-09-01,SYN-00114,East,Commercial,84,3,59,0.736,0,1,121.4,0,synthetic_demo
2022-09-01,SYN-00115,Central,Consumer,71,4,47,0.6091,1,0,52.78,0,synthetic_demo
2022-09-01,SYN-00116,West,Small Business,27,2,61,0.9834,0,1,196.14,0,synthetic_demo
2022-09-01,SYN-00117,West,Small Business,88,1,50,0.8795,0,0,50.21,0,synthetic_demo
2022-09-01,SYN-00118,East,Consumer,54,2,68,1.0,0,0,43.66,0,synthetic_demo
2022-09-01,SYN-00119,Central,Consumer,55,2,62,0.774,1,0,63.0,1,synthetic_demo
2022-09-01,SYN-00120,East,Consumer,67,2,50,0.657,3,1,85.36,0,synthetic_demo
2022-09-01,SYN-00121,East,Small Business,73,3,42,0.3553,3,0,119.68,0,synthetic_demo
2022-09-01,SYN-00122,East,Consumer,88,1,44,0.6007,2,0,153.04,0,synthetic_demo
2022-09-01,SYN-00123,Central,Commercial,58,2,47,0.5832,0,1,260.7,0,synthetic_demo
2022-09-01,SYN-00124,Central,Consumer,60,4,58,0.4439,0,1,81.23,0,synthetic_demo
2022-09-01,SYN-00125,Central,Commercial,71,3,38,0.4135,1,0,621.06,0,synthetic_demo
2022-09-01,SYN-00126,East,Consumer,31,3,40,0.4565,6,0,31.18,1,synthetic_demo
2022-09-01,SYN-00127,Central,Small Business,35,4,75,0.7588,1,1,97.56,0,synthetic_demo
2022-09-01,SYN-00128,Central,Consumer,61,2,44,0.4858,3,0,5.15,1,synthetic_demo
2022-09-01,SYN-00129,Central,Consumer,16,4,54,0.4691,3,1,68.08,0,synthetic_demo
2022-09-01,SYN-00130,East,Small Business,36,4,46,0.1881,0,0,67.9,0,synthetic_demo
2022-09-01,SYN-00131,Central,Commercial,69,2,44,0.334,5,0,35.19,1,synthetic_demo
2022-09-01,SYN-00132,West,Small Business,90,2,59,0.9846,0,0,382.7,0,synthetic_demo
2022-09-01,SYN-00133,East,Consumer,53,4,70,0.6321,1,0,62.55,0,synthetic_demo
2022-09-01,SYN-00134,Central,Consumer,43,2,41,0.4871,2,0,29.49,0,synthetic_demo
2022-09-01,SYN-00135,East,Consumer,46,1,47,0.89,1,0,54.12,1,synthetic_demo
2022-09-01,SYN-00136,Central,Consumer,66,3,42,0.4437,0,1,51.95,0,synthetic_demo
2022-09-01,SYN-00137,West,Consumer,55,4,40,0.1785,3,0,36.44,0,synthetic_demo
2022-09-01,SYN-00138,East,Small Business,12,2,40,0.4004,1,1,116.34,0,synthetic_demo
2022-09-01,SYN-00139,West,Small Business,54,1,42,0.4324,3,0,6.03,1,synthetic_demo
2022-09-01,SYN-00140,Central,Small Business,43,2,46,0.5125,2,0,119.66,0,synthetic_demo
2022-09-01,SYN-00141,East,Small Business,67,1,57,0.5775,0,1,267.09,0,synthetic_demo
2022-09-01,SYN-00142,East,Small Business,81,4,38,0.2009,2,0,119.66,0,synthetic_demo
2022-09-01,SYN-00143,West,Consumer,88,1,30,0.3726,2,1,9.9,1,synthetic_demo
2022-09-01,SYN-00144,East,Consumer,60,3,58,0.5186,0,0,55.26,0,synthetic_demo
2022-09-01,SYN-00145,East,Consumer,40,2,35,0.3715,1,0,48.44,0,synthetic_demo
2022-09-01,SYN-00146,Central,Small Business,46,1,51,0.8546,2,0,111.71,0,synthetic_demo
2022-09-01,SYN-00147,Central,Consumer,25,4,50,0.416,1,0,48.18,0,synthetic_demo
2022-09-01,SYN-00148,East,Consumer,86,1,43,0.5954,0,0,96.14,0,synthetic_demo
2022-09-01,SYN-00149,Central,Consumer,79,1,42,0.5509,0,1,39.88,0,synthetic_demo
2022-09-01,SYN-00150,Central,Consumer,80,4,52,0.596,1,0,106.07,0,synthetic_demo
2022-09-01,SYN-00151,West,Consumer,37,4,50,0.2713,1,0,52.13,0,synthetic_demo
2022-09-01,SYN-00152,West,Small Business,37,4,61,0.9676,0,0,165.9,0,synthetic_demo
2022-09-01,SYN-00153,Central,Consumer,80,2,66,0.937,0,0,38.18,0,synthetic_demo
2022-09-01,SYN-00154,East,Consumer,55,2,34,0.4387,0,1,114.81,0,synthetic_demo
2022-09-01,SYN-00155,Central,Small Business,68,1,34,0.2998,5,1,170.25,0,synthetic_demo
2022-09-01,SYN-00156,East,Consumer,50,3,61,0.7634,0,1,115.94,0,synthetic_demo
2022-09-01,SYN-00157,Central,Small Business,46,1,32,0.5057,1,1,51.55,0,synthetic_demo
2022-09-01,SYN-00158,East,Consumer,62,2,40,0.3491,0,1,96.07,0,synthetic_demo
2022-09-01,SYN-00159,East,Consumer,76,2,44,0.4756,2,0,74.93,0,synthetic_demo
2022-09-01,SYN-00160,West,Consumer,38,4,47,0.6984,0,0,39.98,0,synthetic_demo
2022-09-01,SYN-00161,Central,Consumer,76,4,62,0.8584,0,1,73.34,0,synthetic_demo
2022-09-01,SYN-00162,West,Small Business,30,1,38,0.7642,0,1,155.04,0,synthetic_demo
2022-09-01,SYN-00163,Central,Consumer,43,4,57,0.9223,0,0,85.08,0,synthetic_demo
2022-09-01,SYN-00164,Central,Consumer,84,2,40,0.4576,1,0,61.34,0,synthetic_demo
2022-09-01,SYN-00165,East,Consumer,88,3,44,0.648,0,0,77.5,0,synthetic_demo
2022-09-01,SYN-00166,Central,Small Business,85,1,50,0.5122,1,0,206.02,0,synthetic_demo
2022-09-01,SYN-00167,West,Small Business,36,4,44,0.4068,1,0,105.39,1,synthetic_demo
2022-09-01,SYN-00168,West,Commercial,79,3,45,0.3363,4,0,60.09,0,synthetic_demo
2022-09-01,SYN-00169,Central,Consumer,86,2,33,0.2685,4,1,22.0,1,synthetic_demo
2022-09-01,SYN-00170,West,Consumer,90,2,40,0.5253,2,0,7.0,1,synthetic_demo
2022-09-01,SYN-00171,Central,Consumer,12,4,69,0.586,1,1,25.49,0,synthetic_demo
2022-09-01,SYN-00172,East,Consumer,71,4,49,0.2175,2,0,30.31,1,synthetic_demo
2022-09-01,SYN-00173,Central,Commercial,91,2,44,0.5828,0,1,358.71,0,synthetic_demo
2022-09-01,SYN-00174,West,Small Business,72,3,64,0.9218,0,0,65.28,0,synthetic_demo
2022-09-01,SYN-00175,Central,Consumer,29,4,54,0.732,0,0,91.64,0,synthetic_demo
2022-09-01,SYN-00176,Central,Consumer,72,3,66,0.7323,1,0,34.22,0,synthetic_demo
2022-09-01,SYN-00177,Central,Small Business,19,1,63,0.7988,1,0,104.2,0,synthetic_demo
2022-09-01,SYN-00178,West,Consumer,49,3,51,0.6239,0,0,114.36,0,synthetic_demo
2022-09-01,SYN-00179,West,Consumer,61,2,42,0.4125,5,0,18.03,1,synthetic_demo
2022-09-01,SYN-00180,West,Consumer,47,4,75,0.6939,1,1,93.88,0,synthetic_demo
2022-09-01,SYN-00181,West,Consumer,67,4,45,0.7015,1,0,11.19,1,synthetic_demo
2022-09-01,SYN-00182,West,Consumer,30,1,33,0.3461,3,0,112.23,0,synthetic_demo
2022-09-01,SYN-00183,East,Consumer,60,1,27,0.1112,2,1,54.58,0,synthetic_demo
2022-09-01,SYN-00184,Central,Consumer,63,3,49,0.4128,1,0,46.32,0,synthetic_demo
2022-09-01,SYN-00185,West,Consumer,62,2,40,0.378,1,0,35.94,1,synthetic_demo
2022-09-01,SYN-00186,East,Consumer,34,2,45,0.6032,2,1,15.96,0,synthetic_demo
2022-09-01,SYN-00187,Central,Consumer,35,2,29,0.3627,3,0,48.7,1,synthetic_demo
2022-09-01,SYN-00188,Central,Commercial,31,4,64,0.7362,1,0,198.87,0,synthetic_demo
2022-09-01,SYN-00189,West,Small Business,48,2,63,0.8581,2,0,42.7,1,synthetic_demo
2022-09-01,SYN-00190,Central,Consumer,58,4,57,0.4404,2,1,56.69,0,synthetic_demo
2022-09-01,SYN-00191,West,Consumer,40,2,52,0.9005,1,1,49.35,0,synthetic_demo
2022-09-01,SYN-00192,Central,Small Business,44,2,38,0.314,1,0,126.57,0,synthetic_demo
2022-09-01,SYN-00193,Central,Consumer,34,1,69,0.8851,0,0,79.36,0,synthetic_demo
2022-09-01,SYN-00194,West,Consumer,28,3,72,1.0,0,1,102.35,0,synthetic_demo
2022-09-01,SYN-00195,Central,Small Business,64,4,47,0.2978,2,1,103.79,0,synthetic_demo
2022-09-01,SYN-00196,Central,Consumer,77,3,46,0.8157,0,1,18.98,1,synthetic_demo
2022-09-01,SYN-00197,East,Small Business,34,1,42,0.6366,0,0,98.63,0,synthetic_demo
2022-09-01,SYN-00198,West,Consumer,80,4,48,0.8002,2,1,110.03,1,synthetic_demo
2022-09-01,SYN-00199,Central,Consumer,57,3,70,0.8827,1,0,47.96,0,synthetic_demo
2022-09-01,SYN-00200,Central,Consumer,24,4,47,0.4811,5,1,113.52,0,synthetic_demo
2022-09-01,SYN-00201,West,Consumer,40,2,45,0.4425,2,0,110.56,0,synthetic_demo
2022-09-01,SYN-00202,West,Consumer,11,1,48,0.9094,1,0,61.82,0,synthetic_demo
2022-09-01,SYN-00203,East,Consumer,14,4,67,0.8276,0,1,201.04,0,synthetic_demo
2022-09-01,SYN-00204,Central,Small Business,38,4,69,0.8572,1,0,196.81,0,synthetic_demo
2022-09-01,SYN-00205,Central,Consumer,47,2,42,0.6069,1,0,13.63,1,synthetic_demo
2022-09-01,SYN-00206,Central,Consumer,75,2,61,0.7562,0,0,26.84,1,synthetic_demo
2022-09-01,SYN-00207,Central,Small Business,21,3,44,0.5058,2,0,101.08,0,synthetic_demo
2022-09-01,SYN-00208,East,Small Business,78,2,61,1.0,1,0,115.06,0,synthetic_demo
2022-09-01,SYN-00209,Central,Consumer,29,4,53,0.4534,0,0,59.51,0,synthetic_demo
2022-09-01,SYN-00210,East,Consumer,22,1,43,0.6844,0,1,139.48,0,synthetic_demo
2022-09-01,SYN-00211,East,Commercial,67,1,54,0.7469,0,0,229.19,0,synthetic_demo
2022-09-01,SYN-00212,East,Consumer,73,4,69,0.7016,0,0,37.06,0,synthetic_demo
2022-09-01,SYN-00213,Central,Small Business,59,1,45,0.6029,2,0,164.69,0,synthetic_demo
2022-09-01,SYN-00214,West,Small Business,20,2,42,0.4497,1,1,155.35,0,synthetic_demo
2022-09-01,SYN-00215,East,Small Business,20,2,51,0.8959,0,0,173.94,0,synthetic_demo
2022-09-01,SYN-00216,West,Consumer,42,1,67,0.8794,0,1,116.59,0,synthetic_demo
2022-09-01,SYN-00217,Central,Consumer,47,4,47,0.5212,1,0,40.04,0,synthetic_demo
2022-09-01,SYN-00218,Central,Consumer,91,3,33,0.2767,2,0,26.79,0,synthetic_demo
2022-09-01,SYN-00219,West,Consumer,34,2,40,0.4502,2,1,46.97,0,synthetic_demo
2022-09-01,SYN-00220,Central,Commercial,26,3,54,0.6598,0,0,112.92,0,synthetic_demo
2022-09-01,SYN-00221,Central,Consumer,87,2,59,1.0,0,1,85.33,0,synthetic_demo
2022-09-01,SYN-00222,East,Consumer,23,2,61,0.8678,1,0,55.36,0,synthetic_demo
2022-09-01,SYN-00223,East,Consumer,13,2,36,0.3277,3,0,59.26,0,synthetic_demo
2022-09-01,SYN-00224,West,Commercial,45,2,62,0.9207,1,0,57.91,0,synthetic_demo
2022-09-01,SYN-00225,Central,Consumer,43,3,40,0.4048,3,1,41.55,0,synthetic_demo
2022-09-01,SYN-00226,West,Consumer,61,2,51,0.6398,1,0,103.29,0,synthetic_demo
2022-09-01,SYN-00227,Central,Consumer,82,4,46,0.3166,0,0,45.32,0,synthetic_demo
2022-09-01,SYN-00228,East,Consumer,86,2,63,0.6843,0,0,79.44,0,synthetic_demo
2022-09-01,SYN-00229,East,Consumer,34,1,56,0.7205,0,0,40.8,0,synthetic_demo
2022-09-01,SYN-00230,Central,Consumer,90,4,62,0.6457,0,0,47.61,1,synthetic_demo
2022-09-01,SYN-00231,Central,Consumer,62,4,64,0.6546,1,0,71.51,0,synthetic_demo
2022-09-01,SYN-00232,Central,Consumer,16,3,72,1.0,0,1,92.26,0,synthetic_demo
2022-09-01,SYN-00233,West,Consumer,87,1,38,0.2545,2,0,141.27,0,synthetic_demo
2022-09-01,SYN-00234,East,Consumer,22,2,46,0.5608,2,0,130.03,0,synthetic_demo
2022-09-01,SYN-00235,West,Consumer,58,4,64,0.8581,0,1,64.53,0,synthetic_demo
2022-09-01,SYN-00236,West,Small Business,75,3,45,0.4547,1,0,34.22,1,synthetic_demo
2022-09-01,SYN-00237,East,Consumer,31,3,33,0.3309,2,1,59.78,0,synthetic_demo
2022-09-01,SYN-00238,West,Consumer,32,2,55,0.7666,0,1,92.17,0,synthetic_demo
2022-09-01,SYN-00239,Central,Consumer,49,1,48,0.8642,0,1,69.96,0,synthetic_demo
2022-09-01,SYN-00240,Central,Consumer,82,1,32,0.5426,4,1,11.36,1,synthetic_demo
2022-09-01,SYN-00241,West,Consumer,29,3,46,0.5611,2,0,136.06,0,synthetic_demo
2022-09-01,SYN-00242,West,Consumer,64,3,60,0.8243,4,1,65.49,0,synthetic_demo
2022-09-01,SYN-00243,Central,Small Business,47,4,80,0.6633,2,0,328.99,0,synthetic_demo
2022-09-01,SYN-00244,East,Consumer,20,4,48,0.6832,1,0,85.18,0,synthetic_demo
2022-09-01,SYN-00245,East,Consumer,68,1,57,0.615,0,0,135.69,0,synthetic_demo
2022-09-01,SYN-00246,West,Consumer,78,1,50,0.9471,1,1,84.26,0,synthetic_demo
2022-09-01,SYN-00247,East,Consumer,57,2,57,0.8498,0,0,121.48,0,synthetic_demo
2022-09-01,SYN-00248,Central,Consumer,25,3,34,0.3106,5,0,6.3,1,synthetic_demo
2022-09-01,SYN-00249,Central,Small Business,23,3,67,0.9781,1,1,105.69,0,synthetic_demo
2022-09-01,SYN-00250,Central,Small Business,45,2,45,0.3004,1,0,52.8,1,synthetic_demo
2022-09-01,SYN-00251,East,Consumer,52,3,53,0.4369,0,0,64.52,0,synthetic_demo
2022-09-01,SYN-00252,West,Consumer,55,2,32,0.0872,3,0,49.14,0,synthetic_demo
2022-09-01,SYN-00253,East,Consumer,30,3,58,0.7813,1,1,13.59,1,synthetic_demo
2022-09-01,SYN-00254,Central,Consumer,51,3,38,0.3745,2,1,33.38,0,synthetic_demo
2022-09-01,SYN-00255,Central,Small Business,34,3,37,0.4452,2,0,59.64,0,synthetic_demo
2022-09-01,SYN-00256,West,Consumer,66,1,29,0.3099,1,0,21.23,0,synthetic_demo
2022-09-01,SYN-00257,West,Consumer,75,4,66,0.6297,1,1,84.31,0,synthetic_demo
2022-09-01,SYN-00258,Central,Commercial,63,3,51,0.6528,0,0,359.66,0,synthetic_demo
2022-09-01,SYN-00259,Central,Consumer,11,3,66,0.6302,1,0,58.9,0,synthetic_demo
2022-09-01,SYN-00260,East,Consumer,91,4,56,0.4209,3,0,22.07,0,synthetic_demo
2022-09-01,SYN-00261,Central,Small Business,12,2,30,0.1593,1,1,39.9,1,synthetic_demo
2022-09-01,SYN-00262,West,Consumer,91,4,60,0.7083,1,1,69.31,0,synthetic_demo
2022-09-01,SYN-00263,Central,Consumer,13,3,63,0.6783,1,0,171.24,0,synthetic_demo
2022-09-01,SYN-00264,Central,Consumer,52,1,37,0.6471,2,0,26.91,0,synthetic_demo
2022-09-01,SYN-00265,West,Small Business,19,1,20,0.1851,3,0,18.06,1,synthetic_demo
2022-09-01,SYN-00266,Central,Consumer,18,3,43,0.3229,2,1,123.86,0,synthetic_demo
2022-09-01,SYN-00267,Central,Consumer,66,3,40,0.2621,2,0,82.54,0,synthetic_demo
2022-09-01,SYN-00268,Central,Consumer,69,1,40,0.6084,1,1,95.95,0,synthetic_demo
2022-09-01,SYN-00269,Central,Consumer,20,3,45,0.6742,0,0,79.52,0,synthetic_demo
2022-09-01,SYN-00270,Central,Consumer,90,1,47,0.6538,2,0,72.96,0,synthetic_demo
2022-09-01,SYN-00271,Central,Consumer,36,3,47,0.3996,1,0,74.97,0,synthetic_demo
2022-09-01,SYN-00272,Central,Consumer,36,4,60,0.7096,1,0,53.68,0,synthetic_demo
2022-09-01,SYN-00273,Central,Consumer,35,3,54,0.6595,0,1,105.12,0,synthetic_demo
2022-09-01,SYN-00274,East,Small Business,48,1,20,0.1214,2,0,31.53,0,synthetic_demo
2022-09-01,SYN-00275,East,Consumer,25,4,61,0.6431,1,0,16.47,1,synthetic_demo
2022-09-01,SYN-00276,Central,Small Business,45,4,57,0.4627,1,1,112.25,0,synthetic_demo
2022-09-01,SYN-00277,Central,Consumer,28,1,42,0.56,1,0,53.96,0,synthetic_demo
2022-09-01,SYN-00278,East,Consumer,15,1,45,0.3963,2,1,55.45,0,synthetic_demo
2022-09-01,SYN-00279,West,Small Business,40,1,51,0.8546,0,0,95.22,0,synthetic_demo
2022-09-01,SYN-00280,West,Small Business,65,4,79,0.9533,0,0,70.17,0,synthetic_demo
2022-09-01,SYN-00281,Central,Consumer,72,3,33,0.1031,1,1,4.98,1,synthetic_demo
2022-09-01,SYN-00282,Central,Small Business,39,1,31,0.403,2,0,81.3,0,synthetic_demo
2022-09-01,SYN-00283,Central,Consumer,37,2,53,0.6336,0,0,79.47,0,synthetic_demo
2022-09-01,SYN-00284,Central,Consumer,74,3,31,0.2304,0,0,16.37,0,synthetic_demo
2022-09-01,SYN-00285,East,Commercial,66,1,46,0.7632,0,1,317.64,0,synthetic_demo
2022-09-01,SYN-00286,Central,Consumer,78,3,56,0.6884,0,0,48.84,0,synthetic_demo
2022-09-01,SYN-00287,Central,Small Business,84,4,61,0.8648,0,0,102.78,0,synthetic_demo
2022-09-01,SYN-00288,Central,Consumer,77,2,69,0.9871,1,1,54.95,0,synthetic_demo
2022-09-01,SYN-00289,East,Small Business,86,1,20,0.329,2,0,165.39,0,synthetic_demo
2022-09-01,SYN-00290,Central,Consumer,44,2,52,0.5698,2,0,74.44,0,synthetic_demo
2022-09-01,SYN-00291,West,Consumer,42,1,49,0.6843,0,0,51.07,0,synthetic_demo
2022-09-01,SYN-00292,Central,Consumer,37,2,27,0.1935,5,1,43.58,1,synthetic_demo
2022-09-01,SYN-00293,West,Consumer,30,4,59,0.5033,3,0,22.41,0,synthetic_demo
2022-09-01,SYN-00294,Central,Consumer,71,3,60,0.9537,0,0,76.51,0,synthetic_demo
2022-09-01,SYN-00295,West,Consumer,68,2,45,0.4786,1,1,146.39,0,synthetic_demo
2022-09-01,SYN-00296,West,Consumer,75,2,59,0.7037,3,0,65.9,0,synthetic_demo
2022-09-01,SYN-00297,West,Consumer,24,2,49,0.8562,0,0,78.04,0,synthetic_demo
2022-09-01,SYN-00298,West,Consumer,50,1,47,0.4823,1,1,71.59,0,synthetic_demo
2022-09-01,SYN-00299,West,Small Business,28,4,61,0.5443,1,0,172.98,0,synthetic_demo
2022-09-01,SYN-00300,East,Small Business,83,4,71,1.0,0,0,55.17,0,synthetic_demo
2022-09-01,SYN-00301,West,Small Business,32,3,52,0.4926,1,0,35.43,0,synthetic_demo
2022-09-01,SYN-00302,Central,Consumer,22,2,19,0.2356,0,0,63.04,0,synthetic_demo
2022-09-01,SYN-00303,East,Small Business,57,2,28,0.1711,3,1,56.79,0,synthetic_demo
2022-09-01,SYN-00304,East,Consumer,82,3,56,0.9936,0,0,146.19,0,synthetic_demo
2022-09-01,SYN-00305,West,Consumer,85,2,42,0.3741,3,0,9.33,1,synthetic_demo
2022-09-01,SYN-00306,East,Consumer,18,4,67,0.6676,0,1,25.32,0,synthetic_demo
2022-09-01,SYN-00307,Central,Small Business,37,4,52,0.1162,3,1,48.94,0,synthetic_demo
2022-09-01,SYN-00308,East,Consumer,23,3,43,0.4911,3,1,10.25,1,synthetic_demo
2022-09-01,SYN-00309,Central,Consumer,35,2,48,0.8279,0,0,61.7,0,synthetic_demo
2022-09-01,SYN-00310,Central,Commercial,54,3,51,0.5478,3,0,183.59,0,synthetic_demo
2022-09-01,SYN-00311,East,Consumer,33,3,56,0.7775,2,0,56.0,0,synthetic_demo
2022-09-01,SYN-00312,Central,Consumer,16,4,49,0.5021,1,1,88.24,0,synthetic_demo
2022-09-01,SYN-00313,Central,Commercial,52,4,48,0.4554,1,0,331.9,0,synthetic_demo
2022-09-01,SYN-00314,Central,Consumer,15,3,58,0.7777,0,0,72.04,0,synthetic_demo
2022-09-01,SYN-00315,Central,Consumer,29,3,59,0.6272,2,1,35.43,0,synthetic_demo
2022-09-01,SYN-00316,Central,Small Business,11,2,33,0.4164,2,1,130.65,0,synthetic_demo
2022-09-01,SYN-00317,Central,Small Business,18,1,34,0.6826,0,0,79.49,1,synthetic_demo
2022-09-01,SYN-00318,East,Consumer,46,1,51,0.523,0,1,89.44,0,synthetic_demo
2022-09-01,SYN-00319,Central,Consumer,79,2,56,0.5273,0,0,100.74,0,synthetic_demo
2022-09-01,SYN-00320,West,Consumer,73,3,65,1.0,0,1,45.45,0,synthetic_demo
2022-09-01,SYN-00321,West,Consumer,19,2,46,0.4595,0,0,144.55,0,synthetic_demo
2022-09-01,SYN-00322,East,Consumer,13,2,51,0.5751,0,0,10.17,1,synthetic_demo
2022-09-01,SYN-00323,Central,Consumer,38,4,48,0.3973,3,1,92.94,0,synthetic_demo
2022-09-01,SYN-00324,East,Consumer,63,1,38,0.4801,2,1,25.72,0,synthetic_demo
2022-09-01,SYN-00325,West,Small Business,71,2,33,0.3694,3,0,63.66,0,synthetic_demo
2022-09-01,SYN-00326,East,Consumer,77,3,57,0.8319,0,1,146.71,0,synthetic_demo
2022-09-01,SYN-00327,West,Consumer,38,1,30,0.2402,2,0,47.84,0,synthetic_demo
2022-09-01,SYN-00328,East,Consumer,24,2,53,0.7445,1,1,114.54,0,synthetic_demo
2022-09-01,SYN-00329,East,Small Business,13,1,30,0.3383,3,0,123.94,0,synthetic_demo
2022-09-01,SYN-00330,Central,Consumer,22,4,46,0.5619,5,1,62.17,0,synthetic_demo
2022-09-01,SYN-00331,West,Consumer,16,3,36,0.44,0,1,111.5,0,synthetic_demo
2022-09-01,SYN-00332,Central,Consumer,80,3,54,0.7635,1,0,58.29,0,synthetic_demo
2022-09-01,SYN-00333,East,Consumer,32,3,56,0.5777,0,0,24.45,0,synthetic_demo
2022-09-01,SYN-00334,West,Consumer,77,2,43,0.323,2,0,30.54,1,synthetic_demo
2022-09-01,SYN-00335,Central,Small Business,55,1,61,0.8234,0,0,143.16,0,synthetic_demo
2022-09-01,SYN-00336,East,Consumer,54,3,45,0.569,1,0,81.32,0,synthetic_demo
2022-09-01,SYN-00337,Central,Small Business,47,3,36,0.3522,1,1,41.47,0,synthetic_demo
2022-09-01,SYN-00338,East,Commercial,77,3,64,0.9926,0,0,184.55,0,synthetic_demo
2022-09-01,SYN-00339,Central,Consumer,14,3,40,0.3391,4,0,4.08,1,synthetic_demo
2022-09-01,SYN-00340,West,Consumer,18,3,18,0.1911,1,0,50.31,0,synthetic_demo
2022-09-01,SYN-00341,Central,Consumer,45,2,53,0.7399,2,1,53.42,0,synthetic_demo
2022-09-01,SYN-00342,West,Small Business,42,1,21,0.0608,1,0,59.21,0,synthetic_demo
2022-09-01,SYN-00343,West,Consumer,55,3,37,0.3268,3,1,56.85,0,synthetic_demo
2022-09-01,SYN-00344,East,Consumer,70,4,67,0.7742,0,1,110.24,0,synthetic_demo
2022-09-01,SYN-00345,West,Consumer,58,1,37,0.4132,0,0,26.08,1,synthetic_demo
2022-09-01,SYN-00346,West,Small Business,31,1,53,0.7209,1,1,115.69,0,synthetic_demo
2022-09-01,SYN-00347,West,Consumer,37,1,68,0.8186,0,1,80.15,0,synthetic_demo
2022-09-01,SYN-00348,Central,Small Business,71,2,45,0.4706,0,0,118.97,0,synthetic_demo
2022-09-01,SYN-00349,East,Consumer,27,1,34,0.6634,1,0,44.16,0,synthetic_demo
2022-09-01,SYN-00350,Central,Commercial,51,1,27,0.5253,0,0,114.26,0,synthetic_demo
2022-09-01,SYN-00351,East,Consumer,54,1,63,0.9937,0,1,63.54,0,synthetic_demo
2022-09-01,SYN-00352,Central,Consumer,71,3,45,0.6258,3,0,49.93,0,synthetic_demo
2022-09-01,SYN-00353,East,Small Business,68,4,61,0.5013,2,0,52.91,0,synthetic_demo
2022-09-01,SYN-00354,East,Small Business,48,3,54,0.7043,2,1,60.62,1,synthetic_demo
2022-09-01,SYN-00355,East,Consumer,36,3,62,0.6378,2,0,101.94,0,synthetic_demo
2022-09-01,SYN-00356,East,Consumer,40,4,46,0.5905,1,1,40.81,0,synthetic_demo
2022-09-01,SYN-00357,West,Small Business,44,2,35,0.5965,3,1,100.92,0,synthetic_demo
2022-09-01,SYN-00358,West,Small Business,28,2,31,0.0997,2,0,72.12,0,synthetic_demo
2022-09-01,SYN-00359,East,Consumer,61,3,70,0.9703,2,1,107.38,0,synthetic_demo
