month,customer_id,region,segment,monthly_revenue,churned,churn_probability,risk_band
2024-11-01,SYN-00212,East,Consumer,21.97,1,0.5405,High
2024-11-01,SYN-00460,East,Consumer,46.3,0,0.5403,High
2024-12-01,SYN-00265,West,Small Business,49.35,1,0.5364,High
2024-09-01,SYN-00274,East,Small Business,34.37,0,0.5327,High
2024-10-01,SYN-00092,East,Consumer,13.01,0,0.5309,High
2024-09-01,SYN-00306,East,Consumer,18.39,0,0.5307,High
2024-10-01,SYN-00088,East,Consumer,19.73,0,0.5297,High
2024-10-01,SYN-00080,West,Consumer,17.56,0,0.5272,High
2024-09-01,SYN-00137,West,Consumer,24.14,1,0.5234,High
2024-11-01,SYN-00286,Central,Consumer,22.32,1,0.5209,High
2024-10-01,SYN-00179,West,Consumer,29.3,0,0.5089,High
2024-11-01,SYN-00077,Central,Small Business,56.01,1,0.5082,High
2024-07-01,SYN-00492,East,Small Business,113.26,1,0.5043,High
2024-10-01,SYN-00043,East,Small Business,84.32,1,0.5018,High
2024-08-01,SYN-00400,Central,Consumer,34.78,1,0.4981,Medium
2024-10-01,SYN-00096,East,Consumer,32.42,1,0.4947,Medium
2024-11-01,SYN-00203,East,Consumer,98.16,1,0.4928,Medium
2024-12-01,SYN-00320,West,Consumer,22.75,1,0.4884,Medium
2024-08-01,SYN-00080,West,Consumer,16.06,0,0.4881,Medium
2024-11-01,SYN-00134,Central,Consumer,29.29,0,0.4873,Medium
2024-11-01,SYN-00083,West,Consumer,19.18,1,0.4829,Medium
2024-09-01,SYN-00378,Central,Consumer,19.13,0,0.4813,Medium
2024-11-01,SYN-00110,West,Consumer,19.84,0,0.4785,Medium
2024-09-01,SYN-00441,West,Consumer,38.93,1,0.4783,Medium
2024-10-01,SYN-00324,East,Consumer,22.62,0,0.4771,Medium
2024-09-01,SYN-00157,Central,Small Business,39.08,0,0.4746,Medium
2024-10-01,SYN-00262,West,Consumer,42.85,0,0.4681,Medium
2024-11-01,SYN-00324,East,Consumer,16.88,0,0.4674,Medium
2024-08-01,SYN-00009,Central,Consumer,55.06,0,0.4643,Medium
2024-11-01,SYN-00343,West,Consumer,32.81,0,0.4628,Medium
2024-08-01,SYN-00390,West,Small Business,42.11,0,0.4624,Medium
2024-11-01,SYN-00401,Central,Consumer,24.56,0,0.462,Medium
2024-08-01,SYN-00373,Central,Commercial,50.21,0,0.4609,Medium
2024-09-01,SYN-00095,Central,Consumer,10.82,0,0.4596,Medium
2024-08-01,SYN-00238,West,Consumer,65.11,0,0.4595,Medium
2024-12-01,SYN-00073,West,Consumer,30.03,1,0.4584,Medium
2024-11-01,SYN-00233,West,Consumer,78.85,1,0.4542,Medium
2024-11-01,SYN-00165,East,Consumer,39.85,1,0.4541,Medium
2024-08-01,SYN-00028,Central,Commercial,89.48,0,0.451,Medium
2024-09-01,SYN-00149,Central,Consumer,20.08,0,0.4483,Medium
2024-10-01,SYN-00264,Central,Consumer,20.53,0,0.4472,Medium
2024-09-01,SYN-00192,Central,Small Business,74.45,1,0.447,Medium
2024-11-01,SYN-00184,Central,Consumer,38.7,0,0.4467,Medium
2024-11-01,SYN-00042,West,Consumer,46.08,0,0.444,Medium
2024-08-01,SYN-00209,Central,Consumer,40.8,1,0.4438,Medium
2024-07-01,SYN-00105,West,Commercial,72.66,1,0.4425,Medium
2024-09-01,SYN-00089,Central,Consumer,77.7,0,0.4417,Medium
2024-11-01,SYN-00181,West,Consumer,16.03,0,0.4405,Medium
2024-12-01,SYN-00092,East,Consumer,18.33,0,0.4405,Medium
2024-12-01,SYN-00254,Central,Consumer,33.23,0,0.4388,Medium
2024-10-01,SYN-00168,West,Commercial,37.75,0,0.4371,Medium
2024-08-01,SYN-00088,East,Consumer,15.3,1,0.4342,Medium
2024-10-01,SYN-00227,Central,Consumer,29.28,1,0.4329,Medium
2024-08-01,SYN-00212,East,Consumer,27.37,1,0.4325,Medium
2024-10-01,SYN-00406,West,Consumer,39.06,0,0.4321,Medium
2024-10-01,SYN-00414,West,Commercial,154.0,1,0.4307,Medium
2024-10-01,SYN-00272,Central,Consumer,32.28,0,0.4306,Medium
2024-12-01,SYN-00365,East,Consumer,8.94,0,0.4294,Medium
2024-12-01,SYN-00490,East,Small Business,21.86,0,0.4278,Medium
2024-07-01,SYN-00483,East,Small Business,82.47,0,0.4272,Medium
2024-11-01,SYN-00365,East,Consumer,14.3,0,0.4261,Medium
2024-11-01,SYN-00441,West,Consumer,26.08,1,0.4258,Medium
2024-07-01,SYN-00059,Central,Consumer,46.5,0,0.4246,Medium
2024-12-01,SYN-00141,East,Small Business,117.22,1,0.4221,Medium
2024-07-01,SYN-00256,West,Consumer,29.75,0,0.4201,Medium
2024-12-01,SYN-00264,Central,Consumer,25.25,0,0.4159,Medium
2024-07-01,SYN-00138,East,Small Business,61.79,1,0.4155,Medium
2024-08-01,SYN-00157,Central,Small Business,43.61,0,0.4103,Medium
2024-08-01,SYN-00444,Central,Consumer,24.28,1,0.4091,Medium
2024-08-01,SYN-00247,East,Consumer,54.2,1,0.4074,Medium
2024-07-01,SYN-00027,East,Commercial,124.57,1,0.4044,Medium
2024-07-01,SYN-00333,East,Consumer,19.62,1,0.4041,Medium
2024-08-01,SYN-00308,East,Consumer,14.4,0,0.4041,Medium
2024-11-01,SYN-00224,West,Commercial,42.08,0,0.4012,Medium
2024-07-01,SYN-00313,Central,Commercial,117.46,1,0.3999,Medium
2024-07-01,SYN-00172,East,Consumer,45.78,0,0.3999,Medium
2024-11-01,SYN-00418,West,Consumer,28.48,0,0.3989,Medium
2024-07-01,SYN-00307,Central,Small Business,36.32,1,0.398,Medium
2024-11-01,SYN-00080,West,Consumer,25.91,0,0.3975,Medium
2024-08-01,SYN-00186,East,Consumer,27.88,0,0.3972,Medium
2024-08-01,SYN-00281,Central,Consumer,40.72,0,0.395,Medium
2024-11-01,SYN-00135,East,Consumer,68.99,1,0.3945,Medium
2024-07-01,SYN-00151,West,Consumer,30.66,1,0.3923,Medium
2024-10-01,SYN-00139,West,Small Business,34.07,0,0.3897,Medium
2024-07-01,SYN-00173,Central,Commercial,164.42,1,0.3893,Medium
2024-10-01,SYN-00454,Central,Consumer,45.92,1,0.389,Medium
2024-10-01,SYN-00410,West,Consumer,70.24,1,0.3888,Medium
2024-09-01,SYN-00470,East,Consumer,65.32,1,0.3885,Medium
2024-09-01,SYN-00452,West,Consumer,30.33,0,0.3851,Medium
2024-09-01,SYN-00014,West,Consumer,35.51,0,0.3822,Medium
2024-10-01,SYN-00124,Central,Consumer,51.45,1,0.38,Medium
2024-07-01,SYN-00001,West,Small Business,29.85,0,0.3789,Medium
2024-12-01,SYN-00015,Central,Consumer,69.92,1,0.3785,Medium
2024-07-01,SYN-00339,Central,Consumer,35.99,0,0.3772,Medium
2024-07-01,SYN-00453,East,Consumer,43.61,1,0.3763,Medium
2024-07-01,SYN-00080,West,Consumer,26.03,0,0.374,Medium
2024-08-01,SYN-00149,Central,Consumer,24.52,0,0.3727,Medium
2024-07-01,SYN-00179,West,Consumer,44.35,0,0.3684,Medium
2024-10-01,SYN-00210,East,Consumer,83.82,1,0.3665,Medium
2024-07-01,SYN-00417,Central,Consumer,22.05,0,0.3655,Medium
2024-11-01,SYN-00218,Central,Consumer,32.53,0,0.3645,Medium
2024-10-01,SYN-00417,Central,Consumer,23.94,0,0.3628,Medium
2024-11-01,SYN-00168,West,Commercial,37.11,0,0.3606,Medium
2024-10-01,SYN-00186,East,Consumer,23.78,1,0.3606,Medium
2024-07-01,SYN-00107,Central,Small Business,82.16,0,0.3599,Medium
2024-11-01,SYN-00333,East,Consumer,30.93,0,0.3595,Medium
2024-07-01,SYN-00293,West,Consumer,22.69,0,0.3586,Medium
2024-09-01,SYN-00036,Central,Consumer,22.68,0,0.356,Medium
2024-11-01,SYN-00413,Central,Small Business,28.63,0,0.3551,Medium
2024-12-01,SYN-00069,Central,Consumer,23.4,0,0.3549,Medium
2024-10-01,SYN-00372,Central,Consumer,19.34,0,0.3525,Medium
2024-11-01,SYN-00238,West,Consumer,51.85,1,0.3514,Medium
2024-10-01,SYN-00281,Central,Consumer,35.24,0,0.3474,Medium
2024-07-01,SYN-00490,East,Small Business,37.17,0,0.347,Medium
2024-10-01,SYN-00497,Central,Consumer,41.98,0,0.3468,Medium
2024-12-01,SYN-00308,East,Consumer,20.05,0,0.3459,Medium
2024-11-01,SYN-00027,East,Commercial,171.24,1,0.3455,Medium
2024-10-01,SYN-00068,Central,Consumer,24.55,0,0.3455,Medium
2024-12-01,SYN-00372,Central,Consumer,15.93,0,0.3454,Medium
2024-12-01,SYN-00479,East,Consumer,26.7,0,0.3425,Medium
2024-11-01,SYN-00496,East,Consumer,21.79,1,0.3397,Medium
2024-10-01,SYN-00102,East,Small Business,144.06,1,0.3359,Medium
2024-10-01,SYN-00053,West,Consumer,28.68,0,0.3351,Medium
2024-09-01,SYN-00012,West,Small Business,101.77,0,0.3347,Medium
2024-09-01,SYN-00362,Central,Small Business,35.69,1,0.3327,Medium
2024-10-01,SYN-00353,East,Small Business,44.13,0,0.3313,Medium
2024-08-01,SYN-00377,West,Consumer,26.6,1,0.331,Medium
2024-11-01,SYN-00088,East,Consumer,25.37,0,0.3271,Medium
2024-11-01,SYN-00086,Central,Consumer,31.01,0,0.3269,Medium
2024-08-01,SYN-00379,Central,Consumer,50.29,0,0.3267,Medium
2024-08-01,SYN-00459,West,Consumer,44.13,0,0.3256,Medium
2024-11-01,SYN-00068,Central,Consumer,22.34,0,0.3235,Medium
2024-11-01,SYN-00301,West,Small Business,43.07,0,0.3225,Medium
2024-12-01,SYN-00237,East,Consumer,33.4,0,0.3221,Medium
2024-08-01,SYN-00372,Central,Consumer,32.56,0,0.3203,Medium
2024-12-01,SYN-00293,West,Consumer,21.98,0,0.3202,Medium
2024-10-01,SYN-00293,West,Consumer,20.34,0,0.3187,Medium
2024-09-01,SYN-00469,Central,Consumer,36.89,0,0.3172,Medium
2024-09-01,SYN-00436,Central,Consumer,35.68,1,0.3141,Medium
2024-10-01,SYN-00218,Central,Consumer,33.88,0,0.3131,Medium
2024-08-01,SYN-00160,West,Consumer,31.59,0,0.3119,Medium
2024-10-01,SYN-00308,East,Consumer,18.01,0,0.3103,Medium
2024-11-01,SYN-00005,Central,Consumer,27.67,0,0.3102,Medium
2024-09-01,SYN-00334,West,Consumer,34.51,1,0.3099,Medium
2024-11-01,SYN-00153,Central,Consumer,41.01,0,0.3095,Medium
2024-10-01,SYN-00498,East,Consumer,15.03,0,0.3092,Medium
2024-09-01,SYN-00143,West,Consumer,37.84,0,0.309,Medium
2024-11-01,SYN-00202,West,Consumer,40.86,0,0.3074,Medium
2024-08-01,SYN-00199,Central,Consumer,37.88,0,0.3069,Medium
2024-10-01,SYN-00480,Central,Consumer,26.86,0,0.3066,Medium
2024-08-01,SYN-00356,East,Consumer,23.92,0,0.3051,Medium
2024-09-01,SYN-00022,Central,Consumer,32.63,0,0.3041,Medium
2024-09-01,SYN-00324,East,Consumer,29.98,0,0.3009,Medium
2024-08-01,SYN-00148,East,Consumer,93.26,0,0.3006,Medium
2024-10-01,SYN-00349,East,Consumer,26.45,0,0.2985,Medium
2024-07-01,SYN-00308,East,Consumer,18.49,0,0.2966,Medium
2024-09-01,SYN-00199,Central,Consumer,31.53,0,0.2955,Medium
2024-12-01,SYN-00066,East,Consumer,40.29,0,0.2955,Medium
2024-07-01,SYN-00114,East,Commercial,77.81,0,0.2919,Medium
2024-07-01,SYN-00147,Central,Consumer,26.92,1,0.2906,Medium
2024-12-01,SYN-00078,East,Consumer,34.62,0,0.2871,Medium
2024-08-01,SYN-00453,East,Consumer,44.43,0,0.2864,Medium
2024-07-01,SYN-00300,East,Small Business,42.69,0,0.286,Medium
2024-07-01,SYN-00391,East,Consumer,47.69,0,0.2859,Medium
2024-08-01,SYN-00323,Central,Consumer,61.25,0,0.2856,Medium
2024-07-01,SYN-00160,West,Consumer,27.48,0,0.2851,Medium
2024-08-01,SYN-00378,Central,Consumer,21.3,0,0.2846,Medium
2024-10-01,SYN-00361,West,Small Business,38.93,0,0.2844,Medium
2024-10-01,SYN-00111,East,Consumer,51.78,0,0.2844,Medium
2024-12-01,SYN-00431,West,Consumer,24.77,1,0.2841,Medium
2024-09-01,SYN-00207,Central,Small Business,84.66,0,0.2836,Medium
2024-10-01,SYN-00069,Central,Consumer,31.3,0,0.2834,Medium
2024-08-01,SYN-00078,East,Consumer,38.13,0,0.2831,Medium
2024-10-01,SYN-00005,Central,Consumer,30.15,0,0.2823,Medium
2024-12-01,SYN-00403,West,Consumer,146.61,1,0.282,Medium
2024-12-01,SYN-00341,Central,Consumer,29.38,1,0.2817,Medium
2024-07-01,SYN-00258,Central,Commercial,153.08,1,0.2815,Medium
2024-09-01,SYN-00005,Central,Consumer,18.74,0,0.2804,Medium
2024-10-01,SYN-00058,East,Consumer,111.8,0,0.2799,Medium
2024-08-01,SYN-00351,East,Consumer,44.88,0,0.2796,Medium
2024-08-01,SYN-00252,West,Consumer,49.5,0,0.2776,Medium
2024-10-01,SYN-00443,West,Consumer,83.9,0,0.2771,Medium
2024-12-01,SYN-00395,Central,Small Business,78.51,0,0.2766,Medium
2024-07-01,SYN-00002,Central,Small Business,61.7,0,0.2765,Medium
2024-09-01,SYN-00018,Central,Small Business,54.86,0,0.2741,Medium
2024-11-01,SYN-00254,Central,Consumer,26.12,0,0.2725,Medium
2024-09-01,SYN-00237,East,Consumer,41.0,0,0.2711,Medium
2024-09-01,SYN-00090,East,Consumer,63.8,1,0.2704,Medium
2024-07-01,SYN-00185,West,Consumer,75.72,0,0.2694,Medium
2024-07-01,SYN-00469,Central,Consumer,34.75,0,0.2691,Medium
2024-09-01,SYN-00230,Central,Consumer,94.45,0,0.2659,Medium
2024-11-01,SYN-00319,Central,Consumer,77.07,0,0.2653,Medium
2024-12-01,SYN-00417,Central,Consumer,31.92,0,0.2651,Medium
2024-11-01,SYN-00179,West,Consumer,35.38,0,0.2648,Medium
2024-07-01,SYN-00005,Central,Consumer,23.12,0,0.2634,Medium
2024-08-01,SYN-00036,Central,Consumer,31.32,0,0.2626,Medium
2024-12-01,SYN-00218,Central,Consumer,30.86,0,0.2626,Medium
2024-08-01,SYN-00293,West,Consumer,22.52,0,0.2609,Medium
2024-08-01,SYN-00337,Central,Small Business,42.14,0,0.2605,Medium
2024-10-01,SYN-00296,West,Consumer,31.81,1,0.2592,Medium
2024-08-01,SYN-00126,East,Consumer,47.7,0,0.258,Medium
2024-08-01,SYN-00419,Central,Consumer,70.73,0,0.2576,Medium
2024-09-01,SYN-00379,Central,Consumer,46.14,1,0.2572,Medium
2024-09-01,SYN-00388,West,Consumer,91.3,0,0.2567,Medium
2024-07-01,SYN-00336,East,Consumer,62.43,0,0.2564,Medium
2024-07-01,SYN-00068,Central,Consumer,28.82,0,0.2562,Medium
2024-07-01,SYN-00143,West,Consumer,41.63,0,0.2558,Medium
2024-09-01,SYN-00490,East,Small Business,27.31,0,0.2557,Medium
2024-09-01,SYN-00153,Central,Consumer,36.16,0,0.2552,Medium
2024-10-01,SYN-00199,Central,Consumer,26.11,0,0.255,Medium
2024-07-01,SYN-00365,East,Consumer,28.75,0,0.2545,Medium
2024-07-01,SYN-00311,East,Consumer,48.4,0,0.2539,Medium
2024-10-01,SYN-00337,Central,Small Business,39.48,0,0.2523,Medium
2024-09-01,SYN-00125,Central,Commercial,782.64,0,0.2515,Medium
2024-11-01,SYN-00386,West,Consumer,33.77,0,0.2501,Medium
2024-11-01,SYN-00020,East,Small Business,96.79,0,0.2501,Medium
2024-09-01,SYN-00195,Central,Small Business,54.45,1,0.2498,Medium
2024-11-01,SYN-00478,East,Consumer,23.78,0,0.2495,Medium
2024-10-01,SYN-00207,Central,Small Business,74.74,0,0.2484,Medium
2024-12-01,SYN-00356,East,Consumer,25.01,0,0.2474,Medium
2024-07-01,SYN-00341,Central,Consumer,44.98,0,0.2457,Medium
2024-09-01,SYN-00081,East,Consumer,57.53,0,0.245,Medium
2024-08-01,SYN-00101,West,Consumer,74.64,0,0.2446,Medium
2024-08-01,SYN-00034,Central,Consumer,27.32,0,0.2416,Medium
2024-09-01,SYN-00414,West,Commercial,350.04,0,0.2413,Medium
2024-08-01,SYN-00257,West,Consumer,54.6,0,0.2406,Medium
2024-11-01,SYN-00142,East,Small Business,90.84,0,0.2403,Medium
2024-08-01,SYN-00398,Central,Consumer,56.8,0,0.2385,Medium
2024-11-01,SYN-00452,West,Consumer,37.94,0,0.2377,Medium
2024-11-01,SYN-00281,Central,Consumer,45.78,0,0.2368,Medium
2024-10-01,SYN-00155,Central,Small Business,53.45,1,0.2355,Medium
2024-11-01,SYN-00267,Central,Consumer,52.02,0,0.2348,Medium
2024-07-01,SYN-00110,West,Consumer,26.26,0,0.2332,Medium
2024-10-01,SYN-00490,East,Small Business,33.35,0,0.2319,Medium
2024-09-01,SYN-00295,West,Consumer,143.42,0,0.2311,Medium
2024-09-01,SYN-00498,East,Consumer,21.99,0,0.2302,Medium
2024-07-01,SYN-00071,Central,Consumer,54.17,0,0.2296,Medium
2024-09-01,SYN-00437,Central,Commercial,111.45,0,0.2295,Medium
2024-08-01,SYN-00151,West,Consumer,42.14,0,0.2293,Medium
2024-10-01,SYN-00366,Central,Small Business,112.81,0,0.2291,Medium
2024-12-01,SYN-00011,Central,Consumer,31.95,0,0.2288,Medium
2024-12-01,SYN-00229,East,Consumer,28.29,0,0.2275,Medium
2024-10-01,SYN-00392,Central,Commercial,204.53,1,0.2274,Medium
2024-11-01,SYN-00284,Central,Consumer,31.89,0,0.227,Medium
2024-11-01,SYN-00293,West,Consumer,24.65,0,0.2259,Medium
2024-10-01,SYN-00499,Central,Commercial,250.81,0,0.2258,Medium
2024-09-01,SYN-00468,West,Consumer,36.88,0,0.2246,Medium
2024-07-01,SYN-00418,West,Consumer,39.82,0,0.2236,Medium
2024-07-01,SYN-00452,West,Consumer,36.31,0,0.2226,Medium
2024-09-01,SYN-00427,Central,Consumer,38.82,0,0.2224,Medium
2024-11-01,SYN-00287,Central,Small Business,88.45,0,0.2207,Medium
2024-10-01,SYN-00125,Central,Commercial,210.7,1,0.22,Medium
2024-11-01,SYN-00341,Central,Consumer,30.35,0,0.2194,Medium
2024-09-01,SYN-00142,East,Small Business,120.3,0,0.2194,Medium
2024-09-01,SYN-00307,Central,Small Business,39.52,0,0.2183,Medium
2024-08-01,SYN-00053,West,Consumer,31.67,0,0.2183,Medium
2024-11-01,SYN-00182,West,Consumer,124.44,0,0.2178,Medium
2024-07-01,SYN-00168,West,Commercial,49.88,0,0.2162,Medium
2024-09-01,SYN-00417,Central,Consumer,35.91,0,0.2159,Medium
2024-11-01,SYN-00355,East,Consumer,48.69,1,0.2158,Medium
2024-09-01,SYN-00431,West,Consumer,28.46,0,0.2154,Medium
2024-10-01,SYN-00393,East,Consumer,50.25,0,0.215,Medium
2024-09-01,SYN-00001,West,Small Business,39.82,0,0.2147,Medium
2024-07-01,SYN-00411,East,Small Business,114.97,0,0.2139,Medium
2024-11-01,SYN-00485,Central,Consumer,28.59,0,0.2136,Medium
2024-09-01,SYN-00086,Central,Consumer,30.52,0,0.2136,Medium
2024-08-01,SYN-00260,East,Consumer,21.81,0,0.213,Medium
2024-08-01,SYN-00273,Central,Consumer,88.42,0,0.2129,Medium
2024-11-01,SYN-00176,Central,Consumer,42.1,0,0.2126,Medium
2024-08-01,SYN-00092,East,Consumer,32.99,0,0.2119,Medium
2024-11-01,SYN-00310,Central,Commercial,148.99,0,0.2114,Medium
2024-08-01,SYN-00134,Central,Consumer,27.08,0,0.2112,Medium
2024-08-01,SYN-00455,Central,Commercial,224.5,0,0.2111,Medium
2024-08-01,SYN-00165,East,Consumer,53.97,0,0.2106,Medium
2024-10-01,SYN-00339,Central,Consumer,41.0,0,0.2105,Medium
2024-11-01,SYN-00442,Central,Small Business,51.68,0,0.2096,Medium
2024-07-01,SYN-00018,Central,Small Business,81.86,0,0.2089,Medium
2024-10-01,SYN-00277,Central,Consumer,26.87,0,0.2084,Medium
2024-10-01,SYN-00427,Central,Consumer,33.7,0,0.2074,Medium
2024-11-01,SYN-00006,West,Small Business,140.54,0,0.207,Medium
2024-09-01,SYN-00073,West,Consumer,31.13,0,0.2065,Medium
2024-11-01,SYN-00141,East,Small Business,267.96,0,0.2061,Medium
2024-09-01,SYN-00060,Central,Consumer,62.28,0,0.2058,Medium
2024-09-01,SYN-00186,East,Consumer,27.56,0,0.2054,Medium
2024-08-01,SYN-00019,West,Consumer,35.75,0,0.2044,Medium
2024-12-01,SYN-00427,Central,Consumer,34.75,0,0.2043,Medium
2024-07-01,SYN-00225,Central,Consumer,28.95,0,0.2041,Medium
2024-12-01,SYN-00036,Central,Consumer,25.87,0,0.204,Medium
2024-07-01,SYN-00372,Central,Consumer,32.27,0,0.2036,Medium
2024-08-01,SYN-00107,Central,Small Business,74.91,0,0.2033,Medium
2024-12-01,SYN-00289,East,Small Business,159.73,0,0.2022,Medium
2024-11-01,SYN-00252,West,Consumer,43.03,0,0.2013,Medium
2024-07-01,SYN-00462,Central,Consumer,29.9,0,0.2009,Medium
2024-07-01,SYN-00034,Central,Consumer,29.12,0,0.1996,Low
2024-09-01,SYN-00240,Central,Consumer,40.01,0,0.199,Low
2024-10-01,SYN-00077,Central,Small Business,86.64,0,0.199,Low
2024-08-01,SYN-00002,Central,Small Business,53.15,0,0.1989,Low
2024-10-01,SYN-00401,Central,Consumer,32.34,0,0.1968,Low
2024-10-01,SYN-00110,West,Consumer,33.38,0,0.1959,Low
2024-11-01,SYN-00471,Central,Consumer,38.46,0,0.1958,Low
2024-11-01,SYN-00143,West,Consumer,34.14,0,0.1934,Low
2024-08-01,SYN-00437,Central,Commercial,126.13,0,0.1913,Low
2024-11-01,SYN-00320,West,Consumer,32.9,0,0.1908,Low
2024-09-01,SYN-00485,Central,Consumer,27.23,0,0.1908,Low
2024-11-01,SYN-00084,Central,Consumer,42.15,0,0.1904,Low
2024-08-01,SYN-00286,Central,Consumer,39.06,0,0.1902,Low
2024-12-01,SYN-00267,Central,Consumer,53.35,0,0.1896,Low
2024-11-01,SYN-00447,West,Small Business,268.23,0,0.1895,Low
2024-10-01,SYN-00462,Central,Consumer,24.25,0,0.1893,Low
2024-07-01,SYN-00315,Central,Consumer,24.94,0,0.1886,Low
2024-09-01,SYN-00312,Central,Consumer,73.32,0,0.1874,Low
2024-08-01,SYN-00406,West,Consumer,41.95,0,0.187,Low
2024-11-01,SYN-00034,Central,Consumer,27.29,0,0.187,Low
2024-12-01,SYN-00406,West,Consumer,53.36,0,0.1868,Low
2024-10-01,SYN-00027,East,Commercial,325.51,0,0.1867,Low
2024-07-01,SYN-00440,East,Consumer,47.3,0,0.1855,Low
2024-11-01,SYN-00458,East,Consumer,33.41,0,0.1853,Low
2024-07-01,SYN-00149,Central,Consumer,25.25,0,0.1852,Low
2024-12-01,SYN-00212,East,Consumer,33.33,0,0.185,Low
2024-09-01,SYN-00355,East,Consumer,76.87,0,0.1844,Low
2024-11-01,SYN-00092,East,Consumer,29.81,0,0.1843,Low
2024-07-01,SYN-00332,Central,Consumer,51.85,0,0.1842,Low
2024-11-01,SYN-00001,West,Small Business,39.27,0,0.1842,Low
2024-08-01,SYN-00169,Central,Consumer,39.81,1,0.1832,Low
2024-11-01,SYN-00455,Central,Commercial,207.99,0,0.1829,Low
2024-07-01,SYN-00266,Central,Consumer,54.77,1,0.1827,Low
2024-09-01,SYN-00434,West,Small Business,154.39,0,0.1824,Low
2024-10-01,SYN-00468,West,Consumer,36.26,0,0.1811,Low
2024-08-01,SYN-00354,East,Small Business,112.71,0,0.1811,Low
2024-12-01,SYN-00404,Central,Consumer,32.81,0,0.1809,Low
2024-09-01,SYN-00076,Central,Consumer,71.18,1,0.1808,Low
2024-10-01,SYN-00100,West,Consumer,57.08,0,0.1795,Low
2024-10-01,SYN-00101,West,Consumer,69.19,0,0.1793,Low
2024-08-01,SYN-00143,West,Consumer,40.27,0,0.1787,Low
2024-07-01,SYN-00051,Central,Consumer,52.61,0,0.178,Low
2024-08-01,SYN-00370,West,Consumer,35.09,0,0.1776,Low
2024-07-01,SYN-00321,West,Consumer,156.29,0,0.1774,Low
2024-11-01,SYN-00305,West,Consumer,40.95,0,0.1764,Low
2024-12-01,SYN-00362,Central,Small Business,42.75,0,0.1764,Low
2024-09-01,SYN-00009,Central,Consumer,58.58,0,0.1754,Low
2024-11-01,SYN-00457,West,Small Business,92.28,0,0.1751,Low
2024-08-01,SYN-00298,West,Consumer,49.9,1,0.1743,Low
2024-07-01,SYN-00139,West,Small Business,54.97,0,0.1743,Low
2024-07-01,SYN-00437,Central,Commercial,138.52,0,0.1742,Low
2024-10-01,SYN-00107,Central,Small Business,50.42,1,0.1736,Low
2024-10-01,SYN-00424,Central,Consumer,82.41,0,0.1733,Low
2024-12-01,SYN-00173,Central,Commercial,361.23,0,0.1733,Low
2024-10-01,SYN-00001,West,Small Business,35.18,0,0.1733,Low
2024-08-01,SYN-00319,Central,Consumer,96.32,0,0.1732,Low
2024-12-01,SYN-00171,Central,Consumer,26.89,0,0.1725,Low
2024-08-01,SYN-00205,Central,Consumer,93.38,0,0.1722,Low
2024-09-01,SYN-00413,Central,Small Business,32.63,0,0.1719,Low
2024-09-01,SYN-00079,East,Small Business,82.03,0,0.1713,Low
2024-10-01,SYN-00256,West,Consumer,26.33,0,0.1711,Low
2024-07-01,SYN-00324,East,Consumer,32.5,0,0.1693,Low
2024-09-01,SYN-00113,Central,Commercial,216.35,0,0.1691,Low
2024-12-01,SYN-00378,Central,Consumer,39.71,0,0.1691,Low
2024-07-01,SYN-00113,Central,Commercial,275.98,0,0.1671,Low
2024-07-01,SYN-00447,West,Small Business,310.2,0,0.1666,Low
2024-08-01,SYN-00341,Central,Consumer,43.58,0,0.1657,Low
2024-12-01,SYN-00302,Central,Consumer,51.68,0,0.1655,Low
2024-11-01,SYN-00169,Central,Consumer,42.02,0,0.1651,Low
2024-08-01,SYN-00015,Central,Consumer,80.4,0,0.1645,Low
2024-12-01,SYN-00498,East,Consumer,21.86,0,0.1643,Low
2024-09-01,SYN-00256,West,Consumer,26.42,0,0.1638,Low
2024-07-01,SYN-00303,East,Small Business,66.68,0,0.1638,Low
2024-08-01,SYN-00471,Central,Consumer,49.14,0,0.1637,Low
2024-07-01,SYN-00187,Central,Consumer,94.94,0,0.1637,Low
2024-08-01,SYN-00129,Central,Consumer,65.91,0,0.1636,Low
2024-10-01,SYN-00051,Central,Consumer,48.72,0,0.1628,Low
2024-09-01,SYN-00229,East,Consumer,36.66,0,0.1626,Low
2024-08-01,SYN-00065,East,Consumer,54.24,1,0.1619,Low
2024-12-01,SYN-00250,Central,Small Business,84.72,1,0.1616,Low
2024-11-01,SYN-00007,West,Consumer,42.98,0,0.1616,Low
2024-10-01,SYN-00120,East,Consumer,56.92,0,0.161,Low
2024-11-01,SYN-00199,Central,Consumer,27.67,0,0.1608,Low
2024-08-01,SYN-00282,Central,Small Business,65.8,0,0.1601,Low
2024-08-01,SYN-00230,Central,Consumer,112.96,0,0.1601,Low
2024-12-01,SYN-00360,East,Consumer,42.86,0,0.1595,Low
2024-07-01,SYN-00277,Central,Consumer,46.85,0,0.1594,Low
2024-09-01,SYN-00500,East,Consumer,62.96,0,0.1594,Low
2024-12-01,SYN-00054,East,Small Business,133.59,0,0.159,Low
2024-08-01,SYN-00307,Central,Small Business,44.91,0,0.1589,Low
2024-12-01,SYN-00051,Central,Consumer,54.03,0,0.1586,Low
2024-08-01,SYN-00227,Central,Consumer,47.26,0,0.1578,Low
2024-11-01,SYN-00358,West,Small Business,78.95,0,0.1576,Low
2024-09-01,SYN-00206,Central,Consumer,68.38,0,0.1574,Low
